Magnitude,Incremental Rate (1/yr),Cumulative Rate (1/yr)
6.0,NaN,NaN
6.1,NaN,NaN
6.2,NaN,NaN
6.3,NaN,NaN
6.4,NaN,NaN
6.5,NaN,NaN
6.6,NaN,NaN
6.7,NaN,NaN
6.8,NaN,NaN
6.9,NaN,NaN
7.0,NaN,NaN
7.1,NaN,NaN
7.2,NaN,NaN
7.3,NaN,NaN
7.4,NaN,NaN
7.5,NaN,NaN
7.6,NaN,NaN
7.7,NaN,NaN
7.8,NaN,NaN
7.9,NaN,NaN
8.0,NaN,NaN
8.1,NaN,NaN
8.2,NaN,NaN
8.3,NaN,NaN
8.4,NaN,NaN
8.5,NaN,NaN
8.6,NaN,NaN
8.7,NaN,NaN
8.8,NaN,NaN
8.9,NaN,NaN
