Scenario,Distance (km),Overall Result,Plot File Name,1s Min Criterion,1s Max Criterion,1s GMPE Median,1s Sim Median,1s Sim Std Dev,1s Result,1.1s Min Criterion,1.1s Max Criterion,1.1s GMPE Median,1.1s Sim Median,1.1s Sim Std Dev,1.1s Result,1.2s Min Criterion,1.2s Max Criterion,1.2s GMPE Median,1.2s Sim Median,1.2s Sim Std Dev,1.2s Result,1.3s Min Criterion,1.3s Max Criterion,1.3s GMPE Median,1.3s Sim Median,1.3s Sim Std Dev,1.3s Result,1.5s Min Criterion,1.5s Max Criterion,1.5s GMPE Median,1.5s Sim Median,1.5s Sim Std Dev,1.5s Result,1.7s Min Criterion,1.7s Max Criterion,1.7s GMPE Median,1.7s Sim Median,1.7s Sim Std Dev,1.7s Result,2s Min Criterion,2s Max Criterion,2s GMPE Median,2s Sim Median,2s Sim Std Dev,2s Result,2.2s Min Criterion,2.2s Max Criterion,2.2s GMPE Median,2.2s Sim Median,2.2s Sim Std Dev,2.2s Result,2.4s Min Criterion,2.4s Max Criterion,2.4s GMPE Median,2.4s Sim Median,2.4s Sim Std Dev,2.4s Result,2.6s Min Criterion,2.6s Max Criterion,2.6s GMPE Median,2.6s Sim Median,2.6s Sim Std Dev,2.6s Result,2.8s Min Criterion,2.8s Max Criterion,2.8s GMPE Median,2.8s Sim Median,2.8s Sim Std Dev,2.8s Result,3s Min Criterion,3s Max Criterion,3s GMPE Median,3s Sim Median,3s Sim Std Dev,3s Result
"M7.2, Reverse, Dip=45",20.0,FAIL,bbp_partB_m7p2_reverse_20km.png,0.06854408,0.14266554,0.09888821,0.178505,0.39760032,FAIL,0.06163576,0.12828676,0.08892161,0.160535,0.39570472,FAIL,0.05593875,0.11642918,0.08070256,0.14182994,0.3946297,FAIL,0.05116419,0.106491566,0.073814325,0.128235,0.4056077,FAIL,0.043620903,0.090791196,0.062931664,0.104664996,0.40590006,FAIL,0.037833665,0.07874581,0.05458244,0.0860195,0.41710827,FAIL,0.031449422,0.06545785,0.045371927,0.06685949,0.41245848,FAIL,0.02861319,0.059554603,0.041280106,0.059751,0.41396362,FAIL,0.026247853,0.054631468,0.03786765,0.055042498,0.4259445,FAIL,0.024245016,0.050462827,0.034978166,0.050652,0.44076273,FAIL,0.02252719,0.046887394,0.032499865,0.045573,0.44400537,PASS,0.021037515,0.04378683,0.03035072,0.040896498,0.44154778,PASS
"M7.2, Reverse, Dip=45",50.0,FAIL,bbp_partB_m7p2_reverse_50km.png,0.030369794,0.06321075,0.04381435,0.078218,0.3935817,FAIL,0.027444383,0.057121888,0.039593875,0.07184098,0.38599068,FAIL,0.025020458,0.052076805,0.03609689,0.06575,0.3954963,FAIL,0.02298017,0.047830213,0.033153377,0.059906494,0.38556314,FAIL,0.019738225,0.04108253,0.02847624,0.0500145,0.3879949,FAIL,0.01716023,0.03571677,0.024756977,0.0437185,0.41037223,FAIL,0.014308575,0.029781424,0.02064291,0.033040997,0.42852378,FAIL,0.01294572,0.027076341,0.01876789,0.02998047,0.42887384,FAIL,0.0118152,0.02482192,0.017205244,0.0272705,0.42058834,FAIL,0.010862611,0.02291419,0.015882906,0.02503699,0.43123814,FAIL,0.010049264,0.021278879,0.014749395,0.022797992,0.43787733,FAIL,0.009346891,0.01986152,0.013766956,0.020272499,0.43686384,FAIL
"M7.2, Reverse, Dip=45",100.0,FAIL,bbp_partB_m7p2_reverse_100km.png,0.015215145,0.032720204,0.022509268,0.0365175,0.30116364,FAIL,0.0139268255,0.029720511,0.020482015,0.035559,0.31675863,FAIL,0.012846173,0.02722279,0.01879113,0.033497,0.314025,FAIL,0.011926275,0.025110899,0.017359216,0.030497,0.29955208,FAIL,0.010442734,0.021735182,0.015065679,0.025083,0.30405468,FAIL,0.009117845,0.019139946,0.013154271,0.021188997,0.31138372,FAIL,0.0076451255,0.016226938,0.011029584,0.017629499,0.32899842,FAIL,0.006871785,0.014790126,0.0100214705,0.015823,0.34408587,FAIL,0.0062342933,0.013589799,0.009181811,0.0144955,0.35444927,FAIL,0.005700215,0.012571822,0.008471666,0.01346,0.3629398,FAIL,0.005246615,0.011697433,0.0078632375,0.012441499,0.38253847,FAIL,0.0048568286,0.010938149,0.007336147,0.0112535,0.3960845,FAIL
