Min Mag,Mean,Standard Deviation,COV
6.0,1.0130436,0.40977892,0.40450272
6.5,0.84496343,0.25472215,0.30145934
7.0,0.67856765,0.22217171,0.32741278
7.5,0.5842335,0.22510913,0.38530678
