Magnitude,Mean,Standard Deviation
10.0,2.6895885,1.4413359
30.0,2.610659,1.0310919
50.0,3.1881185,1.1321062
70.0,3.6968849,1.1996995
90.0,3.981001,1.1910734
110.0,4.1079597,1.1627203
130.0,4.219849,1.1476015
150.0,4.088125,1.0751367
170.0,3.9912891,1.002898
190.0,3.9121706,0.95411724
210.0,3.8412712,0.86183685
