Min Mag,Mean,Standard Deviation,COV
6.0,0.9996664,0.7833476,0.783609
6.5,0.9995724,0.609288,0.60954857
7.0,0.9992661,0.5080782,0.50845134
7.5,0.9983824,0.4947385,0.49554008
