Magnitude,Mean,Standard Deviation
10.0,5.449306,1.5489861
30.0,4.413132,1.0509194
50.0,5.0268497,0.9205961
70.0,5.4090176,0.811834
90.0,5.6431303,0.73739666
110.0,5.737697,0.69541353
130.0,5.90023,0.63168454
150.0,5.925466,0.58887315
170.0,5.912825,0.5640166
190.0,5.870685,0.54231393
210.0,5.790698,0.5032988
