Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,295.07,0.003389,1573,314.86,0.0031759886,1474.12
SSanAndreasIndio,277.37,0.0036053,245.68,0.0040702904,1889,252.83,0.0039552576,1835.63
SSAFMCreek1000Palms,261.33,0.0038266,2784.92,3.590767E-4,167,3611.59,2.768866E-4,128.08
NSanAndreasFortRoss,306.28,0.003265,246.61,0.004054904,1882,249.48,0.0040084017,1860.38
NSanAndreasNorthCoast,263.87,0.0037898,240.60,0.0041562226,1929,244.00,0.0040982985,1902.13
CalaverasfaultNorth,618.05,0.001618,365.28,0.0027376467,1271,431.09,0.002319697,1077.01
ElsinoreTemecula,1019.16,9.812E-4,935.86,0.0010685358,496,955.56,0.001046506,485.77
ElsinoreWhittier,3196.93,3.128E-4,2058.85,4.8570806E-4,226,2129.42,4.6961172E-4,218.53
SSAFCarrizoBidart,114.71,0.0087179,165.80,0.006031411,2801,168.53,0.005933763,2755.65
SanJacintoHogLake,311.78,0.0032074,404.90,0.0024697504,1147,409.71,0.0024407273,1133.5
PuenteHills,3506.31,2.852E-4,7583.17,1.3187095E-4,60,7868.42,1.2709039E-4,57.85
SanGregorioNorth,1019.06,9.813E-4,518.28,0.0019294737,896,528.28,0.0018929522,879.05
SanJacintoSuperstition,508.26,0.0019675,1712.75,5.838562E-4,272,1760.86,5.679049E-4,264.54
SSanAndreasWrightwood,106.04,0.0094304,196.51,0.0050888066,2362,198.52,0.0050372975,2338.07
SSanAndreasPitmanCanyon,173.48,0.0057643,195.27,0.005121137,2377,205.84,0.004858249,2255.01
SSanAndreasPlungeCreek,205.36,0.0048695,579.46,0.0017257503,800,642.17,0.0015572191,721.95
FrazierMountianSSAF,148.57,0.0067307,151.51,0.006600087,3065,156.20,0.006402091,2972.84
NSanAndreasSantaCruzSeg,109.84,0.0091041,226.51,0.0044148965,2050,241.14,0.0041469457,1925.52
RodgersCreek,325.31,0.003074,475.52,0.002102955,976,494.65,0.002021633,938.25
GreenValleyMasonRoad,293.31,0.0034094,4241.99,2.3573835E-4,109,4499.10,2.2226645E-4,102.79
HaywardfaultNorth,318.34,0.0031413,496.09,0.0020157632,936,507.02,0.0019723002,915.84
HaywardfaultSouth,167.57,0.0059677,582.98,0.0017153386,797,605.25,0.0016522119,767.65
Compton,2658.16,3.762E-4,9130.76,1.0951995E-4,50,9518.69,1.05056446E-4,47.96
SSanAndreasCoachella,178.45,0.0056037,249.25,0.004012082,1862,257.30,0.0038864634,1803.72
ElsinoreGlenIvy,179.12,0.0055828,791.88,0.001262815,586,824.96,0.0012121766,562.5
GarlockCentralallevents,1434.93,6.969E-4,831.01,0.0012033512,559,840.93,0.0011891611,552.42
NSanAndreasAlderCreek,869.64,0.0011499,247.01,0.004048437,1879,249.90,0.0040016784,1857.28
SSanAndreasPallettCreek,149.30,0.006698,195.85,0.0051060496,2370,197.96,0.0050514988,2344.68
GarlockWesternallevents,1230.16,8.129E-4,1068.55,9.358518E-4,435,1088.50,9.186984E-4,427.02
ElsinoreFaultJulian,3250.98,3.076E-4,1614.69,6.19313E-4,288,1634.59,6.117754E-4,284.48
TOTAL,9.08,0.1101451,22.39,0.044659168,20735,23.16,0.04318537,20050.72
